"acci_time","acci_x","acci_y","acci_desc","acci_severity","confidence(serious)","confidence(simple)","prediction(acci_severity)"
2024-10-21,25.23419999,55.28044999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-10-14,25.25172264,55.28909462,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-10-09,25.2793338,55.36981349,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-10-07,24.99803999,55.36895999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-10-07,25.04528999,55.30437999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-10-04,25.16044445,55.26744441,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-10-04,25.01802099,55.15693349,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-09-30,25.27611203,55.31055499,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-09-30,25.02722197,55.16805598,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-09-16,25.2640956,55.44499454,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-09-15,25.09421,55.22554999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-09-05,25.2194316,55.42488439,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-09-03,24.99317983,55.0940109,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-09-01,25.14789849,55.26257685,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-08-17,24.98647602,55.36206234,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-08-12,24.88595049,55.15880189,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-08-11,24.97185749,55.1518594,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-08-10,25.16019929,55.3915151,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-08-01,25.13404766,55.45844199,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-07-31,25.26403547,55.28866428,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-07-27,25.04605099,55.11754199,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-07-25,25.26369203,55.38608006,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-07-24,25.17122259,55.3834967,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-07-22,25.18455786,55.55132159,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-07-21,25.26451833,55.33760366,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-07-19,25.02046264,55.15774152,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-07-05,24.91557,54.97148999,"Vehicle fire while driving",,0.980807674246998,0.019192325753001945,"serious"
2024-07-05,25.07055,55.21738,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-06-26,25.18779426,55.27597936,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-06-26,25.07333398,55.34833004,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-06-24,25.06855999,55.29897999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-06-11,25.22597,55.32161999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-28,25.1379585,55.19278015,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-27,25.15972103,55.33194401,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-24,25.20838865,55.39858077,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-16,25.13027796,55.25805701,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-12,25.27658999,55.31362999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-11,25.19275879,55.53419221,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-10,25.11952999,55.36720999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-07,25.16445016,55.26316216,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-06,25.13106567,55.25696691,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-03-18,25.08469326,55.21900837,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-03-16,25.23911,55.40430999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-03-11,25.23156324,55.38905478,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-03-10,25.17309076,55.2413963,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-17,25.14057801,55.23785105,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-17,0.0,0.0,"Vehicle fire while driving",,0.9227124361517599,0.07728756384824004,"serious"
2024-04-16,25.13547,55.25456,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-15,24.94129,55.23057999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-08,25.097223,55.40667001,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-06,25.14520999,55.22166,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-05,25.23471431,55.41741859,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-05,25.16118999,55.26241999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-02,25.27327003,55.35543703,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-30,25.06456999,55.33562,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-28,25.00612999,55.26451999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-23,25.21915,55.35250999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-22,25.17773,55.55757999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-21,25.18862999,55.2559,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-21,25.03969,55.19734,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-12,25.23575999,55.40396999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-11,25.05988885,55.23130554,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-11,24.95818999,55.13577999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-08,25.26109999,55.33681999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
